icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,departure_dt,datetime,temperature_2m,precipitation,windspeed_10m,winddirection_10m,weathercode,visibility,cloudcover,flight_duration_s,delayed
a9d286,1691666594,EGLL,1691689922,KJFK,AAL101  ,2101,73,2544.0,171.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,23328,0
39e68e,1691666460,EGLL,1691668949,LFPG,AFR79ZE ,860,43,2715.0,12.0,2,8,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,2489,0
a9aebe,1691666356,EGLL,1691698779,KDFW,AAL79   ,1902,50,5749.0,264.0,2,21,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,32423,0
7c8065,1691666275,EGLL,1691725485,YPPH,QFA10   ,1775,28,267.0,66.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,59210,1
406590,1691666208,EGLL,1691690353,KJFK,BAW173A ,1403,50,1186.0,102.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,24145,0
407463,1691666124,EGLL,1691677175,,BAW660E ,781,5,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,11051,0
a4bef6,1691666054,EGLL,1691691269,KJFK,JBU20   ,1318,50,782.0,79.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,25215,0
400981,1691665986,EGLL,1691669094,EGPH,SHT8R   ,1166,43,1228.0,10.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,3108,0
ab5d2c,1691665877,EGLL,1691694951,KATL,DAL31   ,1417,28,2953.0,53.0,2,20,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,29074,0
4008e5,1691665748,EGLL,1691673779,,BAW4RE  ,1002,35,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,8031,0
484fdf,1691665668,EGLL,1691668165,EHAM,KLM1010 ,1199,43,5578.0,72.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,2497,0
345691,1691665604,EGLL,1691671646,LEMD,IBE31ZZ ,1054,43,12927.0,305.0,2,2,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,6042,0
400685,1691665470,EGLL,1691694958,TBPB,BAW255  ,1303,20,992.0,13.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,29488,0
406b0a,1691665397,EGLL,1691672572,,BAW75   ,1824,111,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,7175,0
4008b2,1691665320,EGLL,1691673446,LPPT,BAW528  ,903,50,1075.0,91.0,2,4,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,8126,0
406531,1691665245,EGLL,1691675544,,BAW644X ,893,12,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,10299,0
a254da,1691665152,EGLL,1691702103,KLAX,UAL230  ,2537,111,2530.0,0.0,2,7,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,36951,0
4bb161,1691665081,EGLL,1691676099,LTFM,THY31AJ ,1465,43,6679.0,335.0,2,2,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,11018,0
40621d,1691665005,EGLL,1691701167,KSFO,BAW11M  ,1285,12,1308.0,11.0,2,5,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,36162,0
76cd72,1691664894,EGLL,1691710688,WSSS,SIA317  ,1464,5,5027.0,138.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,45794,0
4066ab,1691664816,EGLL,1691694680,TBPB,VIR185  ,1649,66,410.0,28.0,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,29864,0
4076e3,1691664741,EGLL,1691679046,LCLK,BAW6CA  ,1227,20,9333.0,447.0,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,14305,0
495301,1691664668,EGLL,1691672817,LPPT,TAP67M  ,1038,28,335.0,75.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,8149,0
4008b4,1691664610,EGLL,1691667144,LFPG,BAW308  ,862,28,2417.0,32.0,2,8,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,2534,0
407d74,1691664557,EGLL,1691675016,,BAW6VA  ,1187,73,,,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,10459,0
ab772d,1691664443,EGLL,1691689379,KJFK,DAL2    ,1826,66,1807.0,133.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,24936,0
c02eb9,1691664368,EGLL,1691694057,CYYC,ACA851  ,1272,17,2526.0,51.0,2,5,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,29689,0
a0eeea,1691664307,EGLL,1691695467,KDEN,UAL26   ,1928,58,6653.0,120.0,2,18,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,31160,0
a9a750,1691664241,EGLL,1691701427,KLAX,AAL137  ,2155,50,2554.0,0.0,2,7,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,37186,0
406a3d,1691664157,EGLL,1691668016,EDDH,BAW962H ,777,20,244.0,69.0,2,3,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,3859,0
400a26,1691664110,EGLL,1691667956,EDDF,BAW904N ,1223,28,1098.0,72.0,2,5,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,3846,0
406b62,1691664036,EGLL,1691669186,EDDB,BAW992G ,948,50,2631.0,70.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,5150,0
400a7c,1691663980,EGLL,1691669017,LFML,BAW16R  ,826,5,5145.0,282.0,2,3,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,5037,0
44cdc6,1691663921,EGLL,1691666154,EBBR,BEL1LH  ,862,12,2254.0,78.0,2,3,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,2233,0
8965b8,1691663790,EGLL,1691669059,LIMC,UAE9912 ,855,58,432.0,58.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,5269,0
4cad7a,1691663737,EGLL,1691667357,EIKN,EIN91W  ,792,20,193.0,3.0,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,3620,0
ab4ae9,1691663640,EGLL,1691691247,KORD,AAL87   ,1619,66,2313.0,92.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,27607,0
400804,1691663580,EGLL,1691666668,EGAC,SHT4D   ,1230,73,2836.0,102.0,2,2,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,3088,0
40792f,1691663520,EGLL,1691669607,LEBL,BAW474K ,826,20,3077.0,19.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,6087,0
abac50,1691663412,EGLL,1691689860,KDTW,DAL19   ,1204,20,3436.0,169.0,2,9,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,26448,0
4077d3,1691663276,EGLL,1691700268,KLAX,VIR7B   ,1280,35,1639.0,30.0,2,8,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,36992,0
4007f5,1691663211,EGLL,1691692628,VIDP,BAW143  ,2042,58,2989.0,90.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,29417,0
4005bb,1691663131,EGLL,1691687952,KEWR,BAW185  ,1370,12,384.0,55.0,2,5,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,24821,0
406a34,1691663053,EGLL,1691686555,,BAW139  ,1227,2,,,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,23502,0
407dc5,1691662993,EGLL,1691693889,KATL,VIR103M ,1181,2,2462.0,22.0,2,20,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,30896,0
75044a,1691662939,EGLL,1691707701,,MAS3    ,1807,104,,,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,44762,0
4d21dc,1691662788,EGLL,1691672338,LMML,AMC101  ,1112,35,2432.0,68.0,2,0,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,9550,0
3c65d2,1691662713,EGLL,1691667578,EDDM,DLH6YX  ,824,28,2918.0,79.0,2,3,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,4865,0
3c65c9,1691662569,EGLL,1691666345,EDDF,DLH2H   ,827,43,1412.0,49.0,2,5,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,3776,0
4005be,1691662176,EGLL,1691703802,MBPV,BAW253M ,2069,104,425.0,19.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,41626,1
406ecc,1691662086,EGLL,1691691297,VIDP,VIR302  ,1558,20,2999.0,98.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,29211,0
400684,1691662020,EGLL,1691693849,KSEA,BAW5EA  ,1978,73,1880.0,25.0,2,11,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,31829,0
344344,1691661952,EGLL,1691668257,LEMD,IBE31MA ,1729,20,12582.0,267.0,2,2,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,6305,0
aa6bc0,1691661883,EGLL,1691695235,1XS1,UAL879  ,1768,2,14364.0,591.0,2,14,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,33352,0
406674,1691661802,EGLL,1691664775,EIDW,BAW834  ,1135,73,2544.0,55.0,2,4,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,2973,0
40697b,1691661744,EGLL,1691673235,LTFM,BAW676  ,997,5,6228.0,312.0,3,2,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,11491,0
48af00,1691661682,EGLL,1691668330,EPWA,LOT282  ,1023,20,1358.0,56.0,2,1,2023-08-10 10:00:00,2023-08-10 10:00:00,22.4,0.0,10.8,184.0,1.0,,46.0,6648,0
448447,1691661580,EGLL,1691690327,KORD,BAW2PD  ,1412,5,1787.0,69.0,2,4,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,28747,0
aa305f,1691661422,EGLL,1691689419,KRDU,AAL173  ,1798,2,2437.0,73.0,2,6,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,27997,0
400936,1691661360,EGLL,1691666517,LKPR,BAW862U ,1433,111,1722.0,98.0,2,8,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,5157,0
400960,1691661187,EGLL,1691665529,LFLL,BAW41YA ,907,35,7744.0,267.0,3,5,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,4342,0
4cad40,1691661133,EGLL,1691668387,ESSA,SAS526  ,1095,58,2200.0,11.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,7254,0
406d78,1691661020,EGLL,1691707281,RJTT,BAW7    ,1851,12,4386.0,164.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,46261,0
407943,1691660890,EGLL,1691671715,,BAW65   ,1631,66,,,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,10825,0
40087a,1691660814,EGLL,1691667539,LIRF,BAW5PQ  ,866,20,6587.0,49.0,3,4,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,6725,0
aadb37,1691660714,EGLL,1691697042,KSFO,UAL900  ,1613,5,730.0,26.0,2,5,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,36328,0
400980,1691660296,EGLL,1691665721,LIML,BAW574  ,989,66,1560.0,8.0,3,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,5425,0
407536,1691660232,EGLL,1691671602,,BAW880A ,811,12,,,3,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,11370,0
400f9a,1691660135,EGLL,1691665992,,BAW408V ,1526,43,,,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,5857,0
400982,1691660064,EGLL,1691663099,EGPF,SHT6L   ,1124,43,9341.0,418.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,3035,0
4ca9bb,1691660004,EGLL,1691662976,EIDW,EIN1LK  ,1161,28,1965.0,17.0,2,4,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,2972,0
4ac9fa,1691659942,EGLL,1691665988,ENGM,SAS804  ,834,28,2979.0,81.0,3,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,6046,0
461f55,1691659830,EGLL,1691668270,EFHK,FIN7KL  ,952,20,695.0,62.0,3,2,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,8440,0
7100c1,1691659763,EGLL,1691681409,OERK,SVA110  ,1677,20,8698.0,388.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,21646,0
896462,1691659642,EGLL,1691681883,OMAM,ETD81C  ,1749,12,17949.0,1675.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,22241,0
a8f00e,1691659570,EGLL,1691684903,KEWR,UAL15   ,1446,5,1226.0,93.0,2,5,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,25333,0
89408f,1691659506,EGLL,1691680799,OBBI,GFA002  ,1537,12,21024.0,2215.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,21293,0
407992,1691659432,EGLL,1691683791,KJFK,BAW17A  ,1493,5,3763.0,163.0,2,2,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,24359,0
405a46,1691659370,EGLL,1691664312,EKCH,BAW814L ,1304,58,1252.0,5.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,4942,0
ab6380,1691659258,EGLL,1691684105,KPHL,AAL729  ,1856,28,1768.0,72.0,2,11,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,24847,0
4008b1,1691659183,EGLL,1691661686,EGNT,SHT12H  ,1370,35,854.0,50.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,2503,0
4008e6,1691659110,EGLL,1691662978,EDDS,BAW918S ,1249,119,300.0,84.0,2,6,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,3868,0
4cabd1,1691659040,EGLL,1691662278,EINN,EIN381  ,1069,66,10064.0,473.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,3238,0
406bbb,1691658986,EGLL,1691670354,LTFJ,BAW602  ,1020,66,3503.0,133.0,2,2,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,11368,0
406e11,1691658877,EGLL,1691690534,KMIA,VIR5C   ,1771,5,2441.0,50.0,2,5,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,31657,0
a9cecf,1691658812,EGLL,1691691089,5TX6,AAL21   ,2032,12,7397.0,278.0,2,22,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,32277,0
ab6851,1691658720,EGLL,1691681481,KBOS,DAL59   ,1635,20,3305.0,153.0,2,3,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,22761,0
ab5867,1691658593,EGLL,1691685160,KORD,AAL99   ,1698,20,3332.0,138.0,2,4,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,26567,0
407cd7,1691658503,EGLL,1691663346,EGPN,LOG82WR ,822,43,6018.0,452.0,3,3,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,4843,0
407464,1691658461,EGLL,1691667916,,BAW658  ,1644,165,,,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,9455,0
484ee5,1691658395,EGLL,1691660873,EHAM,KLM1008 ,1639,2,5517.0,72.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,2478,0
4009da,1691658331,EGLL,1691662883,LSGG,BAW78G  ,1383,96,628.0,79.0,2,3,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,4552,0
4cafce,1691658275,EGLL,1691663066,EKCH,SAS502  ,1629,58,1159.0,12.0,2,0,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,4791,0
4008ae,1691658212,EGLL,1691663565,LFMN,BAW34XR ,1228,43,8519.0,369.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,5353,0
800735,1691658100,EGLL,1691686340,VIDP,AIC162  ,1589,12,3148.0,128.0,2,1,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,28240,0
4075b3,1691658030,EGLL,1691681626,KJFK,VIR3N   ,1614,66,2428.0,87.0,2,2,2023-08-10 09:00:00,2023-08-10 09:00:00,20.6,0.0,8.2,165.0,1.0,,21.0,23596,0
86eb36,1691657975,EGLL,1691707170,RJTT,JAL42   ,1650,35,4010.0,141.0,2,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,49195,1
4b1802,1691657895,EGLL,1691662406,LSGG,SWR33U  ,715,5,332.0,79.0,3,3,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,4511,0
40780e,1691657774,EGLL,1691671557,,BAW384  ,1213,28,,,2,0,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,13783,0
c038a3,1691657660,EGLL,1691679792,CYUL,ACA867  ,1651,28,1470.0,93.0,2,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,22132,0
406a3e,1691657593,EGLL,1691662829,LSZH,BAW712T ,1105,96,440.0,81.0,2,7,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5236,0
406250,1691657510,EGLL,1691661226,EGPD,SHT18A  ,924,66,498.0,42.0,3,0,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,3716,0
39bda0,1691657445,EGLL,1691659868,LFPG,AFR35BU ,690,12,2409.0,25.0,3,8,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,2423,0
400834,1691657403,EGLL,1691664309,LHBP,BAW68H  ,1881,134,3499.0,51.0,2,7,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,6906,0
4ca92d,1691657321,EGLL,1691662505,EINN,EIN7HL  ,1127,66,9766.0,450.0,2,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5184,1
aa7f5e,1691657192,EGLL,1691693791,KPHX,AAL195  ,1510,5,2074.0,19.0,2,10,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,36599,0
aab202,1691657130,EGLL,1691685446,KCLT,AAL731  ,1389,5,4241.0,206.0,2,6,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,28316,0
abbee3,1691657026,EGLL,1691684845,KMSP,DAL11   ,1303,35,1104.0,25.0,2,9,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,27819,0
3c65c1,1691656955,EGLL,1691660819,EDDF,DLH9U   ,995,43,3078.0,72.0,2,5,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,3864,0
4009f9,1691656911,EGLL,1691666343,LROP,BAW886Q ,1462,81,2060.0,41.0,2,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,9432,0
40093f,1691656710,EGLL,1691663141,LEPA,BAW8PW  ,880,35,3984.0,75.0,3,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,6431,0
3c66e2,1691656644,EGLL,1691661250,EDDM,DLH9EJ  ,1174,43,3036.0,79.0,2,3,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,4606,0
4076cc,1691656564,EGLL,1691665079,LPFR,BAW240F ,1233,119,316.0,68.0,2,0,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,8515,0
4cad7c,1691656501,EGLL,1691659492,EIDW,EIN15M  ,947,58,1369.0,2.0,3,4,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,2991,0
06a10e,1691656397,EGLL,1691678090,OTHH,QTR68F  ,1551,73,3064.0,133.0,2,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,21693,0
8964e1,1691656279,EGLL,1691678606,OMDB,UAE7CN  ,1223,20,13988.0,621.0,2,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,22327,0
440cac,1691656157,EGLL,1691662122,LOWW,AUA4X   ,1339,119,3089.0,45.0,2,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5965,0
406091,1691656069,EGLL,1691661416,LIMC,BAW7MY  ,1267,81,1007.0,74.0,2,4,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5347,0
3c5efa,1691655990,EGLL,1691660007,EDDS,EWG5GF  ,730,50,153.0,91.0,3,6,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,4017,0
3944ef,1691655922,EGLL,1691661166,LFMN,AFR61XE ,909,58,9934.0,491.0,3,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5244,0
76cefa,1691655798,EGLL,1691701420,WSSS,SIA305  ,1572,20,5211.0,153.0,2,4,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,45622,0
4009c7,1691655733,EGLL,1691658980,EGPH,SHT8K   ,962,73,1579.0,4.0,3,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,3247,0
40087c,1691655668,EGLL,1691660437,EDDM,BAW950M ,1108,66,3054.0,72.0,2,3,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,4769,0
400b00,1691655615,EGLL,1691657536,EGCC,SHT2L   ,1374,73,278.0,47.0,2,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,1921,0
4b194c,1691655549,EGLL,1691660563,LSZH,SWR5AP  ,913,35,1668.0,73.0,3,7,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,5014,0
4009d8,1691655486,EGLL,1691664065,,BAW654T ,1051,50,,,2,0,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,8579,0
40675e,1691655353,EGLL,1691670839,LLBG,VIR457  ,1059,5,4290.0,187.0,2,4,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,15486,0
3c5eed,1691655279,EGLL,1691658448,EDDK,EWG8XG  ,855,35,2798.0,38.0,3,2,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,3169,0
4009d9,1691655210,EGLL,1691657723,LFPG,BAW4DC  ,929,58,1922.0,73.0,3,8,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,2513,0
406ae2,1691655144,EGLL,1691658415,EIDW,BAW828Y ,1219,142,1514.0,10.0,2,4,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,3271,0
06a148,1691654988,EGLL,1691676487,OTHH,QTR48T  ,1659,12,4710.0,255.0,2,1,2023-08-10 08:00:00,2023-08-10 08:00:00,18.7,0.0,4.8,132.0,0.0,,0.0,21499,0
