icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,departure_dt,datetime,temperature_2m,precipitation,windspeed_10m,winddirection_10m,weathercode,visibility,cloudcover,flight_duration_s,delayed
40688f,1691678376,EGLL,1691701888,,BAW277  ,1846,73,,,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,23512,0
06a144,1691678251,EGLL,1691700442,OTHH,QTR40E  ,1804,35,1578.0,80.0,3,1,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,22191,0
405bfe,1691678183,EGLL,1691714298,KPHX,BAW9CG  ,1907,50,840.0,19.0,3,10,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,36115,0
39e690,1691678122,EGLL,1691680491,LFPG,AFR96RF ,964,35,2546.0,48.0,3,8,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,2369,0
4c01e5,1691678063,EGLL,1691685837,LYBE,ASL42V  ,809,20,375.0,71.0,3,3,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,7774,0
407979,1691677958,EGLL,1691710643,1XS1,BAW97A  ,2170,58,12445.0,850.0,3,14,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,32685,0
40792e,1691677890,EGLL,1691680439,EBBR,BAW396  ,1125,111,1914.0,48.0,3,3,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,2549,0
40688c,1691677731,EGLL,1691713938,KSFO,BAW28K  ,1542,35,1352.0,3.0,3,5,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,36207,0
8964b2,1691677660,EGLL,1691700813,OMDB,UAE2    ,1129,28,14869.0,651.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,23153,0
a596b1,1691677592,EGLL,1691709435,KDEN,UAL263  ,1678,66,7149.0,142.0,3,19,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,31843,0
400b84,1691677521,EGLL,1691682465,LFML,BAW3HM  ,794,35,6542.0,198.0,3,5,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,4944,0
4ca6c4,1691677441,EGLL,1691680769,EINN,EIN38W  ,790,20,9294.0,443.0,3,1,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,3328,0
461f6c,1691677371,EGLL,1691685381,,BAW926M ,1229,43,,,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,8010,0
4005b9,1691677251,EGLL,1691698997,OBBI,BAW125  ,970,5,2244.0,142.0,3,1,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,21746,0
40688a,1691677195,EGLL,1691682268,LFMN,BAW354  ,827,28,11154.0,537.0,3,1,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,5073,0
406250,1691677145,EGLL,1691679385,EHAM,BAW4CK  ,863,43,5574.0,57.0,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,2240,0
405455,1691677096,EGLL,1691681669,LFBO,BAW4DP  ,873,12,203.0,68.0,3,4,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,4573,0
4a0662,1691677043,EGLL,1691686253,LROP,ROT392  ,1121,58,1618.0,18.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,9210,0
4007f4,1691676783,EGLL,1691711665,VOBL,BAW119  ,1815,66,3014.0,22.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,34882,0
abbb2c,1691676714,EGLL,1691703131,KDTW,DAL17   ,1245,20,3429.0,161.0,3,9,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,26417,0
405a49,1691676646,EGLL,1691679142,EGNT,SHT12Z  ,936,35,80.0,35.0,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,2496,0
4ca92d,1691676588,EGLL,1691679920,EICK,EIN715  ,844,12,90.0,8.0,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,3332,0
407534,1691676540,EGLL,1691683579,EPWA,BAW850T ,856,58,314.0,72.0,3,1,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,7039,0
405a48,1691676480,EGLL,1691680445,LSGG,BAW732  ,785,35,524.0,49.0,3,3,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,3965,0
aa6914,1691676374,EGLL,1691707116,,AAL57   ,1470,35,,,3,0,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,30742,0
c038ac,1691676309,EGLL,1691700111,CYUL,ACA865  ,1720,43,1280.0,85.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,23802,0
407ed8,1691676228,EGLL,1691701738,KJFK,VIR9J   ,884,2,3130.0,156.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,25510,0
3c4b4c,1691676157,EGLL,1691679598,EDDK,EWG465  ,721,35,2218.0,38.0,3,2,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,3441,0
3c5ee5,1691676107,EGLL,1691680145,EDDH,EWG38E  ,844,50,1382.0,23.0,3,3,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,4038,0
3c5efa,1691676060,EGLL,1691680421,EDDS,EWG30U  ,846,73,378.0,91.0,3,6,2023-08-10 14:00:00,2023-08-10 14:00:00,25.2,0.0,15.0,190.0,2.0,,50.0,4361,0
4ca5c8,1691675733,EGLL,1691678559,EIDW,EIN165  ,967,28,2475.0,63.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,2826,0
407944,1691675615,EGLL,1691713025,KSAN,BAW44N  ,1838,142,1860.0,71.0,2,9,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,37410,0
4078b8,1691675524,EGLL,1691683281,,BAW81   ,1172,66,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,7757,0
c0173e,1691675464,EGLL,1691707730,CYVR,ACA861  ,1341,5,2447.0,18.0,2,3,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,32266,0
4b1802,1691675362,EGLL,1691679645,LSGG,SWR89DM ,957,96,705.0,56.0,2,3,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,4283,0
a27c78,1691675244,EGLL,1691711016,KSFO,UAL939  ,1977,35,2309.0,49.0,2,5,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,35772,0
4005bc,1691675166,EGLL,1691695856,OERK,BAW263  ,1220,12,10656.0,472.0,2,1,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,20690,0
c079ce,1691675100,EGLL,1691703863,CYYC,WJA19   ,1269,28,729.0,51.0,2,5,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,28763,0
ab30e6,1691674981,EGLL,1691701615,KORD,AAL91   ,1859,66,3699.0,168.0,2,3,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,26634,0
400be5,1691674909,EGLL,1691681151,LIRZ,BAW61A  ,1157,66,27554.0,2385.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,6242,0
4009c7,1691674843,EGLL,1691677676,EGPH,SHT8W   ,785,12,520.0,33.0,2,1,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,2833,0
40697c,1691674713,EGLL,1691676508,EGCC,SHT2V   ,812,20,53.0,32.0,2,1,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,1795,0
40095d,1691674595,EGLL,1691682016,ESSA,BAW780F ,1042,35,2342.0,3.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,7421,0
400d5a,1691674471,EGLL,1691679958,LKPR,BAW860J ,1237,66,1849.0,90.0,2,8,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,5487,0
800739,1691674297,EGLL,1691688914,,AIC128  ,1684,12,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,14617,0
4cafcd,1691674213,EGLL,1691681630,ESSA,SAS532  ,974,73,2613.0,11.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,7417,0
3c65d9,1691674125,EGLL,1691677878,EDDF,DLH7H   ,841,12,1424.0,42.0,2,5,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,3753,0
4065de,1691674017,EGLL,1691699841,KPHL,BAW67V  ,1683,66,1137.0,72.0,2,12,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,25824,0
40688b,1691673917,EGLL,1691706719,KDFW,BAW19F  ,1424,12,6688.0,279.0,2,23,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,32802,0
407535,1691673834,EGLL,1691680636,LEIB,BAW2KP  ,876,50,1321.0,14.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,6802,0
407d75,1691673773,EGLL,1691684920,LTFM,BAW688  ,1078,50,7136.0,358.0,2,2,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,11147,0
4009c5,1691673709,EGLL,1691682025,LPPT,BAW58TL ,786,5,726.0,75.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,8316,0
407d46,1691673633,EGLL,1691677241,EGNS,LOG3NA  ,796,12,376.0,31.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,3608,0
4b1812,1691673592,EGLL,1691677949,LSZH,SWR9JA  ,798,20,1355.0,58.0,2,7,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,4357,0
40097e,1691673543,EGLL,1691678786,EKCH,BAW8TD  ,905,35,1224.0,12.0,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,5243,0
4009d9,1691673485,EGLL,1691678064,EDDM,BAW952M ,794,5,1670.0,64.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,4579,0
ab5975,1691673384,EGLL,1691703352,KATL,DAL33   ,1502,43,3249.0,60.0,2,20,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,29968,0
406b48,1691673318,EGLL,1691690797,,VIR250  ,2465,104,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,17479,0
405ee1,1691673243,EGLL,1691680756,,BAW844  ,1232,96,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,7513,0
407af1,1691673128,EGLL,1691697959,CYYZ,BAW9L   ,1923,28,677.0,85.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,24831,0
3c6542,1691673053,EGLL,1691677906,EDDM,DLH7LC  ,809,28,1658.0,64.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,4853,0
406c3a,1691672945,EGLL,1691704448,,VIR165  ,2476,43,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,31503,0
a254d8,1691672812,EGLL,1691706164,1XS1,UAL4    ,1989,20,13446.0,606.0,2,14,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,33352,0
40093e,1691672737,EGLL,1691676772,EDDH,BAW974  ,1076,28,1227.0,31.0,2,3,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,4035,0
4952c5,1691672671,EGLL,1691681039,LPPT,TAP1359 ,1089,50,973.0,83.0,2,4,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,8368,0
406ae2,1691672610,EGLL,1691676534,EDDV,BAW976K ,906,66,2710.0,10.0,2,2,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,3924,0
400b00,1691672479,EGLL,1691675568,EGPF,SHT6Y   ,1044,20,9210.0,418.0,2,1,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,3089,0
406a02,1691672427,EGLL,1691682791,,BAW32T  ,1314,111,,,2,0,2023-08-10 13:00:00,2023-08-10 13:00:00,25.2,0.0,13.7,183.0,3.0,,91.0,10364,0
406b20,1691672272,EGLL,1691695616,OMDB,BAW107  ,1798,43,13702.0,552.0,2,2,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,23344,0
4076e2,1691672192,EGLL,1691678459,LEMD,BAW460M ,1400,58,9869.0,122.0,2,2,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,6267,0
4cad7c,1691672057,EGLL,1691675596,EIDW,EIN16C  ,933,58,1972.0,17.0,2,4,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,3539,0
400d5b,1691671909,EGLL,1691679145,LHBP,BAW874B ,1062,43,2284.0,82.0,2,7,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,7236,0
40771a,1691671781,EGLL,1691696020,KJFK,VIR45W  ,1215,28,2339.0,102.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,24239,0
40649f,1691671680,EGLL,1691674048,LFPG,BAW314S ,797,35,2644.0,63.0,2,8,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,2368,0
40688e,1691671589,EGLL,1691706649,VOMM,BAW35   ,1950,73,2836.0,113.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,35060,0
407537,1691671501,EGLL,1691675366,EIDW,BAW84DM ,821,43,2064.0,32.0,2,4,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,3865,0
407b8e,1691671383,EGLL,1691685432,LPMA,BAW2TC  ,1002,89,344.0,73.0,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,14049,1
40615b,1691671331,EGLL,1691673869,EHAM,BAW438W ,846,43,5894.0,65.0,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,2538,0
c053f6,1691671201,EGLL,1691696418,CYYZ,ACA903  ,1430,2,1336.0,85.0,2,4,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,25217,0
40621b,1691671114,EGLL,1691695677,KJFK,BAW04A  ,1638,50,2222.0,87.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,24563,0
4cc2ae,1691671051,EGLL,1691709106,KEWR,ICE623  ,1322,12,778.0,93.0,2,5,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,38055,1
8005f0,1691670930,EGLL,1691699092,VIDP,AIC112  ,2073,50,3141.0,128.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,28162,0
406a04,1691670801,EGLL,1691702063,KMIA,BAW207  ,1683,35,5650.0,180.0,2,7,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,31262,0
406e0f,1691670676,EGLL,1691707919,KLAX,VIR141  ,2421,58,2385.0,76.0,2,7,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,37243,0
a8c121,1691670289,EGLL,1691698837,KORD,UAL928  ,1640,43,3232.0,153.0,2,3,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,28548,0
748019,1691670191,EGLL,1691682839,,MEA202  ,2027,111,,,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,12648,0
ab3c0d,1691670110,EGLL,1691696165,KPHL,AAL737  ,1370,5,1887.0,103.0,2,11,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,26055,0
406f79,1691670042,EGLL,1691695799,,BAW169  ,2889,149,,,3,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,25757,0
a8d3b4,1691669960,EGLL,1691695446,KEWR,UAL147  ,1724,58,774.0,78.0,2,5,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,25486,0
400a7d,1691669885,EGLL,1691675836,ENGM,BAW766  ,900,20,2999.0,81.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,5951,0
407371,1691669794,EGLL,1691700667,KMIA,VIR117F ,1834,12,2984.0,89.0,2,5,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,30873,0
40780d,1691669710,EGLL,1691683639,LCLK,BAW6CR  ,1050,35,9528.0,454.0,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,13929,0
400683,1691669605,EGLL,1691695400,KIAD,BAW7W   ,1502,43,1702.0,57.0,2,7,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,25795,0
4009db,1691669523,EGLL,1691674512,EKCH,BAW816  ,937,20,1195.0,12.0,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,4989,0
4075fe,1691669466,EGLL,1691676411,LIRF,BAW560F ,824,12,6798.0,64.0,2,4,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,6945,0
c030a6,1691669410,EGLL,1691689089,,ACA869  ,1803,66,,,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,19679,0
4076e4,1691669343,EGLL,1691674687,LFMN,BAW34RN ,963,43,11007.0,537.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,5344,0
710110,1691669235,EGLL,1691691004,OERK,SVA106  ,1997,66,9553.0,419.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,21769,0
406f7c,1691669130,EGLL,1691707824,SBGL,BAW249  ,1904,73,4075.0,159.0,2,5,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,38694,0
46b823,1691669062,EGLL,1691679124,,AEE1SC  ,1375,35,,,2,0,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,10062,0
4cad7b,1691668989,EGLL,1691671654,EIDW,EIN159  ,810,20,2189.0,40.0,2,4,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,2665,0
40624f,1691668894,EGLL,1691674495,LEBL,BAW406L ,792,5,944.0,34.0,2,1,2023-08-10 12:00:00,2023-08-10 12:00:00,23.5,0.0,15.2,187.0,3.0,,92.0,5601,0
885282,1691668783,EGLL,1691709517,VTBS,THA911  ,1845,66,9287.0,440.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,40734,0
a8e132,1691668713,EGLL,1691695370,KEWR,UAL17   ,1546,28,1318.0,78.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,26657,0
4075fd,1691668650,EGLL,1691671727,EGPH,SHT8N   ,846,28,325.0,48.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,3077,0
406532,1691668603,EGLL,1691675185,,BAW842P ,1100,73,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,6582,0
400942,1691668485,EGLL,1691671156,EGJJ,BAW1344 ,861,12,465.0,61.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,2671,0
a9ab07,1691668373,EGLL,1691698916,KMIA,AAL39   ,1841,35,3202.0,96.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,30543,0
407462,1691668249,EGLL,1691675459,LEIB,BAW40B  ,803,35,3582.0,91.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,7210,0
400b83,1691668204,EGLL,1691674884,LOWW,BAW702E ,1086,43,2904.0,60.0,2,2,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,6680,0
407b8f,1691668148,EGLL,1691699487,EGLL,BAW45UR ,843,35,2996.0,12.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,31339,0
4008f2,1691668096,EGLL,1691671075,EGAC,SHT5P   ,911,28,2657.0,94.0,2,2,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,2979,0
400aff,1691668056,EGLL,1691674108,LIPZ,BAW470A ,1425,134,3582.0,66.0,2,4,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,6052,0
aa6ba4,1691667940,EGLL,1691693918,KIAD,UAL919  ,1362,12,1699.0,72.0,2,7,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,25978,0
a1fcc5,1691667881,EGLL,1691703858,KSFO,UAL949  ,1375,5,1918.0,26.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,35977,0
780a3b,1691667819,EGLL,1691709409,VHHH,CPA252  ,1280,5,2491.0,75.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,41590,0
407af5,1691667755,EGLL,1691701020,KAUS,BAW91C  ,1174,28,2527.0,71.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,33265,0
04c117,1691667708,EGLL,1691679154,,KQA103  ,2413,58,,,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,11446,0
aa2ca9,1691667630,EGLL,1691696127,KCLT,AAL733  ,1387,20,4375.0,213.0,2,6,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,28497,0
70606b,1691667566,EGLL,1691688199,OKBK,KAC104  ,1030,5,4495.0,219.0,2,1,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,20633,0
406d4d,1691667514,EGLL,1691704423,KSFO,VIR19Z  ,1298,5,1910.0,18.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,36909,0
502d10,1691667444,EGLL,1691670897,EDDL,EWG14NR ,786,5,308.0,75.0,2,4,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,3453,0
4079f6,1691667384,EGLL,1691675288,LEMG,BAW200M ,928,28,23930.0,1134.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,7904,0
406ecd,1691667260,EGLL,1691699217,KSEA,VIR105  ,1983,2,104.0,48.0,2,12,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,31957,0
ab6ea5,1691667187,EGLL,1691694150,KORD,AAL47   ,1452,28,4137.0,183.0,2,4,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,26963,0
aa92fa,1691667110,EGLL,1691691875,KEWR,UAL3939 ,1250,58,1291.0,93.0,2,5,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,24765,0
4009c6,1691667042,EGLL,1691670800,EDDV,BAW94K  ,790,5,1917.0,55.0,2,2,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,3758,0
40097d,1691667000,EGLL,1691672360,LSZH,BAW714T ,1422,127,439.0,65.0,2,7,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,5360,0
40123f,1691666934,EGLL,1691669293,EHAM,BAW3ET  ,1143,28,5641.0,65.0,2,0,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,2359,0
4b17fd,1691666834,EGLL,1691671675,LSZH,SWR4UB  ,856,35,1465.0,65.0,2,7,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,4841,0
406814,1691666715,EGLL,1691698256,KMCO,VIR91U  ,1375,28,5346.0,176.0,2,8,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,31541,0
407993,1691666649,EGLL,1691703813,KLAX,BAW21B  ,1473,43,2705.0,7.0,2,7,2023-08-10 11:00:00,2023-08-10 11:00:00,23.7,0.0,14.9,200.0,3.0,,90.0,37164,0
